"anio","jurisdiccion_de_residencia_id","jurisdicion_residencia_nombre","cie10_causa_id","cie10_clasificacion","sexo_id","Sexo","muerte_materna_id","muerte_materna_clasificacion","grupo_edad","cantidad" 
2011,70,"San Juan","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,58,"Neuquén","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2009,18,"Corrientes","R99","Otras causas mal definidas y las no especificadas de mortalidad",2,"femenino","",NA,"01.De a 0  a 14 anios",6
2005,2,"Ciudad Autónoma de Buenos Aires","J69","Neumonitis debida a sólidos y líquidos",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2017,22,"Chaco","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","G93","Otros trastornos del encéfalo",2,"femenino","",NA,"01.De a 0  a 14 anios",4
2008,22,"Chaco","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",13
2007,54,"Misiones","P96","Otras afecciones originadas en el período perinatal",2,"femenino","",NA,"01.De a 0  a 14 anios",4
2015,30,"Entre Ríos","Q04","Otras malformaciones congénitas del encéfalo",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,30,"Entre Ríos","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2020,6,"Buenos Aires","A50","Sífilis congénita",1,"masculino",NA,NA,"01.De a 0  a 14 anios",12
2008,22,"Chaco","Q60","Agenesia renal y otras malformaciones hipoplásicas del riñón",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,2,"Ciudad Autónoma de Buenos Aires","K74","Fibrosis y cirrosis del hígado",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,70,"San Juan","N17","Insuficiencia renal aguda",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,30,"Entre Ríos","Q90","Síndrome de Down",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,2,"Ciudad Autónoma de Buenos Aires","P83","Otras afecciones de la piel especificas del feto y del recién nacido",1,"masculino"," ",NA,"01.De a 0  a 14 anios",3
2015,70,"San Juan","W75","Sofocación y estrangulamiento accidental en la cama",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,66,"Salta","Q21","Malformaciones congénitas de los tabiques cardíacos",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,2,"Ciudad Autónoma de Buenos Aires","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2008,74,"San Luis","W79","Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,6,"Buenos Aires","K72","Insuficiencia hepática, no clasificada en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2019,22,"Chaco","P96","Otras afecciones originadas en el período perinatal",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2012,74,"San Luis","W79","Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias",9,"desconocido","",NA,"01.De a 0  a 14 anios",6
2008,6,"Buenos Aires","C34","Tumor maligno de los bronquios y del pulmón",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,6,"Buenos Aires","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2010,66,"Salta","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2017,66,"Salta","Q24","Otras malformaciones congénitas del corazón",1,"masculino",NA,NA,"01.De a 0  a 14 anios",8
2019,66,"Salta","J44","Otras enfermedades pulmonares obstructivas crónicas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,18,"Corrientes","J21","Bronquiolitis aguda",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,14,"Córdoba","R95","Síndrome de la muerte súbita infantil",2,"femenino","",NA,"01.De a 0  a 14 anios",5
2016,82,"Santa Fe","A04","Otras infecciones intestinales bacterianas",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2005,6,"Buenos Aires","P23","Neumonía congénita",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2017,14,"Córdoba","J21","Bronquiolitis aguda",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,99,"Sin Información","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,6,"Buenos Aires","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,90,"Tucumán","P83","Otras afecciones de la piel especificas del feto y del recién nacido",2,"femenino",NA,NA,"01.De a 0  a 14 anios",4
2005,66,"Salta","W89","Exposición a fuente de luz visible y ultravioleta, de origen artificial",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2017,58,"Neuquén","P28","Otros problemas respiratorios del recién nacido, originados en el período perinatal",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2008,2,"Ciudad Autónoma de Buenos Aires","K92","Otras enfermedades del sistema digestivo",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2016,14,"Córdoba","P96","Otras afecciones originadas en el período perinatal",1,"masculino",NA,NA,"01.De a 0  a 14 anios",5
2017,70,"San Juan","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2006,26,"Chubut","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",6
2006,86,"Santiago del Estero","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",6
2010,14,"Córdoba","A40","Sepsis estreptocócica",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,66,"Salta","Q99","Otras anomalías cromosómicas, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2016,6,"Buenos Aires","J98","Otros trastornos respiratorios",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2013,6,"Buenos Aires","P96","Otras afecciones originadas en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",19
2006,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2008,30,"Entre Ríos","E86","Depleción del volumen",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2014,62,"Río Negro","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,54,"Misiones","E46","Desnutrición proteicocalórica, no especificada",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,30,"Entre Ríos","Q77","Osteocondrodisplasia con defecto del crecimiento de los huesos largos y de la columna vertebral",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2009,90,"Tucumán","G12","Atrofia muscular espinal y síndromes afines",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","B36","Otras micosis superficiales",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","A41","Otras Sepsis",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,70,"San Juan","B36","Otras micosis superficiales",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,2,"Ciudad Autónoma de Buenos Aires","P91","Otras alteraciones cerebrales del recién nacido",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","P96","Otras afecciones originadas en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2017,66,"Salta","J18","Neumonía, organismo no especificado",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2017,90,"Tucumán","J21","Bronquiolitis aguda",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2009,54,"Misiones","P24","Síndromes de aspiración neonatal",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,22,"Chaco","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2020,50,"Mendoza","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",4
2021,6,"Buenos Aires","A04","Otras infecciones intestinales bacterianas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,58,"Neuquén","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2016,30,"Entre Ríos","Q99","Otras anomalías cromosómicas, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","I51","Complicaciones y descripciones mal definidas de enfermedad cardíaca",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2010,6,"Buenos Aires","D18","Hemangioma y linfangioma de cualquier sitio",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,10,"Catamarca","P91","Otras alteraciones cerebrales del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,6,"Buenos Aires","Q21","Malformaciones congénitas de los tabiques cardíacos",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2016,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,66,"Salta","P83","Otras afecciones de la piel especificas del feto y del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2015,54,"Misiones","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2019,50,"Mendoza","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,22,"Chaco","J96","Insuficiencia respiratoria, no clasificada en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,99,"Sin Información","J69","Neumonitis debida a sólidos y líquidos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2005,82,"Santa Fe","J18","Neumonía, organismo no especificado",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2019,66,"Salta","G04","Encefalitis, mielitis y encefalomielitis",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2019,74,"San Luis","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2010,6,"Buenos Aires","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",19
2009,86,"Santiago del Estero","P52","Hemorragia intracraneal no traumática del feto y del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2005,18,"Corrientes","Q63","Otras malformaciones congénitas del riñón",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","W74","Ahogamiento y sumersión no especificados",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2021,2,"Ciudad Autónoma de Buenos Aires","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,34,"Formosa","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2016,34,"Formosa","J18","Neumonía, organismo no especificado",2,"femenino",NA,NA,"01.De a 0  a 14 anios",5
2014,14,"Córdoba","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2011,22,"Chaco","J69","Neumonitis debida a sólidos y líquidos",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2014,34,"Formosa","P77","Enterocolitis necrotizante del feto y del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2010,30,"Entre Ríos","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2016,30,"Entre Ríos","J21","Bronquiolitis aguda",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2015,62,"Río Negro","P83","Otras afecciones de la piel especificas del feto y del recién nacido",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2008,34,"Formosa","J98","Otros trastornos respiratorios",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,42,"La Pampa","Q90","Síndrome de Down",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2005,34,"Formosa","J18","Neumonía, organismo no especificado",1,"masculino"," ",NA,"01.De a 0  a 14 anios",8
2016,6,"Buenos Aires","A50","Sífilis congénita",1,"masculino",NA,NA,"01.De a 0  a 14 anios",6
2012,2,"Ciudad Autónoma de Buenos Aires","E88","Otros trastornos metabólicos",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2008,54,"Misiones","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",21
2007,2,"Ciudad Autónoma de Buenos Aires","B57","Enfermedad de Chagas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,14,"Córdoba","D18","Hemangioma y linfangioma de cualquier sitio",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,54,"Misiones","J98","Otros trastornos respiratorios",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,14,"Córdoba","E84","Fibrosis quística",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2020,82,"Santa Fe","R68","Otros síntomas y signos generales",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2017,22,"Chaco","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2007,74,"San Luis","C48","Tumor maligno del peritoneo y del retroperitoneo",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,30,"Entre Ríos","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2015,62,"Río Negro","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2016,66,"Salta","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,2,"Ciudad Autónoma de Buenos Aires","C44","Otros tumores malignos de la piel",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2005,18,"Corrientes","P96","Otras afecciones originadas en el período perinatal",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2006,66,"Salta","Q45","Otras malformaciones congénitas del sistema digestivo",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,82,"Santa Fe","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,86,"Santiago del Estero","P96","Otras afecciones originadas en el período perinatal",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2015,6,"Buenos Aires","G12","Atrofia muscular espinal y síndromes afines",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2012,54,"Misiones","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",7
2009,66,"Salta","P96","Otras afecciones originadas en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2016,6,"Buenos Aires","J38","Enfermedades de las cuerdas vocales y de la laringe, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,66,"Salta","E86","Depleción del volumen",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2010,38,"Jujuy","Q24","Otras malformaciones congénitas del corazón",1,"masculino","",NA,"01.De a 0  a 14 anios",5
2016,14,"Córdoba","Q04","Otras malformaciones congénitas del encéfalo",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,6,"Buenos Aires","Q22","Malformaciones congénitas de la válvulas pulmonar y tricúspide",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2016,78,"Santa Cruz","Q22","Malformaciones congénitas de la válvulas pulmonar y tricúspide",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,86,"Santiago del Estero","Q03","Hidrocéfalo congénito",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,22,"Chaco","W87","Exposición a corriente eléctrica no especificada",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,2,"Ciudad Autónoma de Buenos Aires","G93","Otros trastornos del encéfalo",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2007,2,"Ciudad Autónoma de Buenos Aires","Q31","Malformaciones congénitas de la laringe",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,82,"Santa Fe","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2009,86,"Santiago del Estero","A86","Encefalitis viral, no especificada",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2021,54,"Misiones","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2011,34,"Formosa","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,70,"San Juan","Q04","Otras malformaciones congénitas del encéfalo",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2017,26,"Chubut","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2019,78,"Santa Cruz","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,99,"Sin Información","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","W78","Inhalación de contenidos gástricos",1,"masculino","",NA,"01.De a 0  a 14 anios",11
2005,30,"Entre Ríos","A50","Sífilis congénita",1,"masculino"," ",NA,"01.De a 0  a 14 anios",3
2007,46,"La Rioja","E86","Depleción del volumen",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,30,"Entre Ríos","A50","Sífilis congénita",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2005,38,"Jujuy","R99","Otras causas mal definidas y las no especificadas de mortalidad",1,"masculino"," ",NA,"01.De a 0  a 14 anios",2
2019,50,"Mendoza","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,14,"Córdoba","Q60","Agenesia renal y otras malformaciones hipoplásicas del riñón",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,30,"Entre Ríos","W73","Otros ahogamientos y sumersiones especificados",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","G00","Meningitis bacteriana, no clasificada en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2017,62,"Río Negro","P28","Otros problemas respiratorios del recién nacido, originados en el período perinatal",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
